branchNo,branch_fbus,branch_tbus,branch_b,branch_rateA,branch_rateC
1858, 1502, 2795, -35.7143, 591, 0
1859, 8195, 933, -20.7469, 0, 0
1860, 8195, 933, -22.1239, 0, 0
1861, 8195, 933, -22.7273, 0, 0
1862, 3918, 6802, -22.4719, 0, 0
1863, 3918, 4025, -22.8311, 0, 0
1864, 4435, 2079, -42.0168, 591, 0
1865, 4435, 2079, -42.9185, 591, 0
1866, 4435, 2079, -37.4532, 591, 0
1867, 1081, 7361, -21.2766, 0, 0
1868, 9101, 2177, -36.3636, 591, 0
1869, 6555, 8475, -34.9650, 591, 0
1870, 6555, 8475, -37.8788, 591, 0
1871, 7056, 7577, -39.0625, 591, 0
1872, 7056, 7577, -40.1606, 591, 0
1873, 7056, 9051, -40.8163, 591, 0
1874, 6889, 6785, -24.2718, 0, 0
1875, 6889, 6785, -27.0270, 0, 0
1876, 6889, 6785, -37.5940, 591, 0
1877, 1027, 7148, -33.6700, 591, 0
1878, 1027, 44, -36.3636, 591, 0
1879, 5308, 7148, -32.6797, 591, 0
1880, 5308, 44, -35.0877, 591, 0
1881, 9213, 6231, -39.5257, 591, 0
1882, 9213, 8291, -40.4858, 591, 0
1883, 9213, 6842, -40.6504, 591, 0
1884, 3608, 6664, -42.0168, 591, 0
1885, 4339, 6570, -42.3729, 591, 0
1886, 4339, 6570, -37.7358, 591, 0
1887, 7513, 6570, -36.6300, 591, 0
1888, 7513, 6570, -36.2319, 591, 0
1889, 8887, 6639, -32.6797, 591, 0
1890, 8887, 6639, -35.3357, 591, 0
1891, 5461, 4816, -27.1739, 0, 0
1892, 5461, 4816, -27.2480, 0, 0
1893, 5461, 4816, -29.4118, 0, 0
1894, 5460, 3786, -38.4615, 591, 0
1895, 5460, 3786, -38.9105, 591, 0
1896, 7256, 4491, -89.2857, 586, 0
1897, 6153, 58, -147.0588, 1216, 0
1898, 6153, 6807, -21.2314, 0, 0
1899, 1465, 1262, -35.3357, 591, 0
1900, 1465, 1262, -38.9105, 591, 0
1901, 1465, 1551, -39.2157, 591, 0
1902, 7537, 1551, -36.7647, 591, 0
1903, 7537, 1551, -37.7358, 591, 0
1904, 6901, 4874, -37.7358, 591, 0
1905, 5241, 4, -24.8139, 0, 0
1906, 7520, 561, -38.6100, 591, 0
1907, 749, 4324, -43.6681, 948, 0
1908, 4141, 7124, -33.0033, 591, 0
1909, 4141, 7124, -32.6797, 591, 0
1910, 7466, 3649, -95.2381, 472, 0
1911, 8222, 6556, -40.3226, 591, 0
1912, 8222, 6556, -40.0000, 591, 0
1913, 8222, 6556, -41.4938, 591, 0
1914, 4125, 163, -42.0168, 591, 0
1915, 4125, 163, -43.2900, 591, 0
1916, 4125, 163, -23.3645, 0, 0
1917, 5837, 9217, -21.0526, 0, 0
1918, 5837, 1448, -33.3333, 591, 0
1919, 5837, 1448, -33.3333, 591, 0
1920, 8267, 5365, -24.3309, 0, 0
1921, 8267, 5365, -23.6967, 0, 0
1922, 2359, 8005, -24.2718, 0, 0
1923, 2359, 8005, -25.8398, 0, 0
1924, 8109, 171, -38.1679, 591, 0
1925, 8109, 171, -39.2157, 591, 0
1926, 3485, 1156, -34.3643, 591, 0
1927, 4734, 2229, -33.6700, 591, 0
1928, 1709, 7702, -36.2319, 591, 0
1929, 1709, 7702, -35.5872, 591, 0
1930, 905, 8189, -24.3309, 0, 0
1931, 8334, 8189, -24.9377, 0, 0
1932, 8334, 8189, -23.1481, 0, 0
1933, 7998, 6734, -37.5940, 854, 0
1934, 4196, 280, -24.8139, 0, 0
1935, 4196, 280, -24.6914, 0, 0
1936, 6475, 3503, -23.6967, 0, 0
1937, 6475, 3503, -23.2019, 0, 0
1938, 7328, 4235, -35.9712, 591, 0
1939, 7328, 4235, -35.8423, 591, 0
1940, 7328, 4235, -38.6100, 591, 0
1941, 6921, 2949, -40.0000, 591, 0
1942, 6921, 2949, -40.9836, 591, 0
1943, 3830, 306, -37.8788, 591, 0
1944, 5648, 306, -39.2157, 591, 0
1945, 1730, 115, -33.3333, 591, 0
1946, 1730, 115, -33.5570, 591, 0
1947, 2721, 5720, -36.3636, 591, 0
1948, 2721, 5720, -35.7143, 591, 0
1949, 432, 3246, -76.9231, 1151, 0
1950, 432, 8846, -78.7402, 1151, 0
1951, 432, 2393, -80.0000, 1151, 0
1952, 432, 1895, -81.9672, 1151, 0
1953, 432, 3412, -77.5194, 1151, 0
1954, 432, 5586, -79.3651, 1151, 0
1955, 432, 3112, -69.9301, 1151, 0
1956, 432, 3112, -68.4932, 1151, 0
1957, 432, 7857, -36.7647, 591, 0
1958, 960, 8497, -23.5849, 0, 0
1959, 960, 8497, -22.7273, 0, 0
1960, 3577, 5907, -40.1606, 591, 0
1961, 3577, 5907, -40.6504, 591, 0
1962, 3577, 5907, -41.6667, 591, 0
1963, 7164, 5918, -42.9185, 591, 0
1964, 7164, 5918, -37.8788, 591, 0
1965, 1798, 2467, -33.6700, 591, 0
1966, 1798, 2467, -33.1126, 591, 0
1967, 3346, 2132, -22.7273, 0, 0
1968, 3346, 2132, -38.3142, 591, 0
1969, 3346, 2132, -25.0627, 0, 0
1970, 3483, 8992, -40.0000, 591, 0
1971, 8886, 8992, -37.4532, 591, 0
1972, 2093, 805, -42.0168, 591, 0
1973, 2093, 805, -42.5532, 591, 0
1974, 221, 1541, -37.8788, 591, 0
1975, 8347, 5383, -37.0370, 591, 0
1976, 8347, 5383, -36.3636, 591, 0
1977, 8347, 5383, -35.3357, 591, 0
1978, 8347, 7507, -38.6100, 591, 0
1979, 8347, 7507, -38.1679, 591, 0
1980, 8347, 7507, -39.6825, 591, 0
1981, 4000, 4852, -41.3223, 591, 0
1982, 4000, 2012, -41.3223, 591, 0
1983, 2183, 4852, -42.9185, 591, 0
1984, 2183, 2012, -43.2900, 591, 0
1985, 1642, 7098, -37.4532, 591, 0
1986, 1642, 687, -37.0370, 591, 0
1987, 809, 7098, -36.2319, 591, 0
1988, 809, 687, -38.3142, 591, 0
1989, 4594, 8804, -38.6100, 591, 0
1990, 4594, 8804, -39.6825, 591, 0
1991, 2919, 4215, -37.3134, 591, 0
